,0
0,10522696.73522148
1,1033.7682040377736
2,261.58367784007044
3,116.89732886285377
4,66.00573143854568
5,42.376565649759385
6,29.51080726000286
7,21.738062878270107
8,16.684635130912792
9,13.21463183424525
10,10.728955455708125
11,8.887302401447675
12,7.484721395755413
13,6.391785422813841
14,5.523491773124606
15,4.822140761580117
16,4.24744713545298
17,3.7705916106889954
18,3.3705151569929575
19,3.031539128849473
20,2.7417955045147453
21,2.492166703154028
22,2.275554308870251
23,2.0863650330819845
24,1.9201431613087616
25,1.7733036409187464
26,1.642935499315429
27,1.5266551795326315
28,1.4224958124674343
29,1.3288227013712062
30,1.2442681578776336
31,1.1676807851733961
32,1.098085659430637
33,1.0346528122435341
34,0.9766720930942899
35,0.9235329769871077
36,0.8747082355484594
37,0.8297406490340735
38,0.7882321286272453
39,0.749834761843299
40,0.7142434019275604
41,0.6811895042070947
42,0.650435975148695
43,0.6217728482556345
44,0.5950136384610669
45,0.5699922559667008
46,0.5465603834771233
47,0.5245852389468131
48,0.5039476603837093
49,0.48454046077022206
50,0.46626701040233687
51,0.44904001139612176
52,0.4327804351428532
53,0.4174165984004205
54,0.40288335771601336
55,0.3891214051618218
56,0.37607665107116545
57,0.36369968169854966
58,0.3519452815814882
59,0.34077201192518225
60,0.33014183761971894
61,0.32001979657886004
62,0.3103737059964395
63,0.3011739008808117
64,0.2923930008738472
65,0.2840057019086046
66,0.27598858972515034
67,0.26831997266067836
68,0.2609797314687317
69,0.2539491842125678
70,0.2472109645266649
71,0.24074891175468743
72,0.23454797165698135
73,0.22859410654035958
74,0.22287421380120329
75,0.2173760519929402
76,0.21208817363326435
77,0.20699986405740745
78,0.20210108570310242
79,0.19738242728225588
80,0.19283505735515596
81,0.18845068187637148
82,0.18422150532836876
83,0.1801401951001814
84,0.17619984880487527
85,0.1723939642616779
86,0.16871641189713257
87,0.16516140934481005
88,0.16172349804548994
89,0.15839752166957793
90,0.1551786062012139
91,0.15206214153928171
92,0.14904376448455486
93,0.14611934299480117
94,0.14328496160086227
95,0.1405369078868004
96,0.13787165994620865
97,0.13528587473486683
98,0.13277637724721478
99,0.1303401504506368
100,0.12797432591745742
101,0.1256761750998642
102,0.12344310119775229
103,0.12127263157384714
104,0.1191624106743557
105,0.11711019341696546
106,0.11511383901121962
107,0.11317130517921145
108,0.11128064274720556
109,0.10943999058118709
110,0.10764757084153932
111,0.10590168453405008
112,0.10420070733625152
113,0.10254308567977272
114,0.1009273330708902
115,0.09935202663284513
116,0.09781580385476073
117,0.09631735953316063
118,0.09485544289313044
119,0.09342885487715606
120,0.09203644559055332
121,0.0906771118932186
122,0.08934979512819322
123,0.08805347897821686
124,0.08678718744207892
125,0.08554998292316932
126,0.08434096442316598
127,0.08315926583428675
128,0.08200405432400894
129,0.08087452880655552
130,0.07976991849586702
131,0.07868948153511879
132,0.0776325036981858
133,0.07659829715876142
134,0.07558619932313107
135,0.07459557172285447
136,0.07362579896386813
137,0.07267628772873538
138,0.07174646582899755
139,0.07083578130475764
140,0.06994370156883031
141,0.06906971259294332
142,0.06821331813364667
143,0.06737403899572568
144,0.06655141233105036
145,0.06574499097092633
146,0.06495434279012632
147,0.06417905010088984
148,0.0634187090752903
149,0.0626729291944553
150,0.06194133272322401
151,0.06122355420890193
152,0.060519240002858445
153,0.05982804780378356
154,0.05914964622148575
155,0.05848371436018167
156,0.05782994142028839
157,0.05718802631778085
158,0.05655767732023407
159,0.05593861169871863
160,0.0553305553947632
161,0.05473324270164222
162,0.05414641595928669
163,0.05356982526215723
164,0.05300322817945069
165,0.05244638948704946
166,0.051899080910650486
167,0.05136108087954657
168,0.050832174290551486
169,0.05031215228160139
170,0.04980081201457248
171,0.04929795646689365
172,0.04880339423154645
173,0.04831693932506827
174,0.047838411003193984
175,0.04736763358379031
176,0.046904436276754224
177,0.046448653020564265
178,0.046000122325186514
179,0.0455586871210563
180,0.045124194613866124
181,0.0446964961449075
182,0.0442754470567213
183,0.043860906563831535
184,0.04345273762833979
185,0.04305080684017285
186,0.04265498430178747
187,0.04226514351713949
188,0.04188116128474121
189,0.04150291759463369
190,0.0411302955291102
191,0.040763181167037574
192,0.04040146349162372
193,0.04004503430149283
194,0.0396937881249309
195,0.03934762213717388
196,0.03900643608061557
197,0.0386701321878171
198,0.03833861510720604
199,0.038011791831358555
200,0.03768957162776192
201,0.037371865971959746
202,0.03705858848298581
203,0.036749654860997974
204,0.036444982827027184
205,0.036144492064757845
206,0.03584810416426415
207,0.03555574256762437
208,0.035267332516344764
209,0.0349828010005226
210,0.034702076709682325
211,0.03442508998522422
212,0.03415177277442281
213,0.033882058585918556
214,0.03361588244664879
215,0.03335318086016186
216,0.033093891766266675
217,0.032837954501966915
218,0.032585309763635203
219,0.03233589957037963
220,0.032089667228562914
221,0.03184655729743013
222,0.03160651555580702
223,0.03136948896983107
224,0.031135425661676482
225,0.030904274879242653
226,0.03067598696676616
227,0.030450513336330563
228,0.030227806440237592
229,0.030007819744213016
230,0.02979050770141736
231,0.029575825727234
232,0.02936373017480767
233,0.029154178311309776
234,0.02894712829490204
235,0.028742539152380408
236,0.028540370757470963
237,0.02834058380975947
238,0.02814313981423267
239,0.027948001061410255
240,0.02775513060804992
241,0.027564492258403406
242,0.02737605054600969
243,0.02718977071600452
244,0.02700561870793032
245,0.026823561139031983
246,0.026643565288020244
247,0.02646559907929019
248,0.026289631067578263
249,0.026115630423045263
250,0.0259435669167714
251,0.02577341090665
252,0.02560513332366824
253,0.025438705658561676
254,0.02527409994883221
255,0.025111288766116752
256,0.024950245203897582
257,0.02479094286554126
258,0.02463335585265957
259,0.024477458753778592
260,0.024323226633310536
261,0.024170635020815522
262,0.024019659900547493
263,0.023870277701273947
264,0.023722465286361648
265,0.02357619994412119
266,0.02343145937840122
267,0.02328822169942624
268,0.02314646541487068
269,0.023006169421160936
270,0.02286731299500085
271,0.022729875785111826
272,0.02259383780418373
273,0.02245917942102777
274,0.022325881352928168
275,0.022193924658185576
276,0.022063290728845556
277,0.02193396128361021
278,0.0218059183609239
279,0.021679144312231034
280,0.02155362179539933
281,0.02142933376830499
282,0.02130626348257425
283,0.02118439447747793
284,0.02106371057397383
285,0.020944195868893692
286,0.02082583472926991
287,0.020708611786799194
288,0.02059251193243785
289,0.020477520311126898
290,0.020363622316641995
291,0.020250803586566023
292,0.020139049997379487
293,0.020028347659667316
294,0.01991868291343761
295,0.01981004232354968
296,0.01970241267524914
297,0.019595780969805666
298,0.01949013442025289
299,0.01938546044722528
300,0.01928174667489153
301,10522696.893891161
302,1033.7697750247294
303,261.5844672414761
304,116.89785600465622
305,66.00612712353954
306,42.37688235571256
307,29.511071269458
308,21.738289225891418
309,16.6848332204041
310,13.21480793822143
311,10.72911396687949
312,8.887446515600754
313,7.484853510395328
314,6.391907382600574
315,5.5236050277159965
316,4.8222464708956
317,4.247546242062935
318,3.770684890925643
319,3.3706032578716574
320,3.0316225952790035
321,2.7418747997084174
322,2.4922422241833178
323,2.2756263986851253
324,2.0864339899192457
325,1.9202092461411389
326,1.7733670834147632
327,1.6429965026535829
328,1.5267139243243895
329,1.4225524599799433
330,1.3288773961945561
331,1.244321030147723
332,1.167731952436388
333,1.0981352282161845
334,1.0347008793997106
335,0.9767187469262624
336,0.9235782982331913
337,0.8747522982206446
338,0.8297835211449998
339,0.7882738728215464
340,0.7498754359480256
341,0.7142830594338184
342,0.6812281946929613
343,0.6504737446517986
344,0.6218097396024233
345,0.5950496915586672
346,0.5700275080623546
347,0.5465948693894335
348,0.5246189912723902
349,0.5039807096823009
350,0.48457283573095217
351,0.46629873799332644
352,0.4490711169994424
353,0.43281094267650794
354,0.41744653042881863
355,0.4029127355502178
356,0.38915024895068534
357,0.37610497988433067
358,0.36372751360216976
359,0.3519726337074214
360,0.34079890053432277
361,0.33016827816005195
362,0.3200458037387582
363,0.31039929375366226
364,0.3011990825476167
365,0.29241778913857736
366,0.2840301088740773
367,0.2760126269441381
368,0.26834365116874254
369,0.26100306181464233
370,0.25397217648651915
371,0.24723362838647608
372,0.24077125645015823
373,0.23457000605255673
374,0.2286158391362421
375,0.22289565275303927
376,0.21739720513019364
377,0.2121090484763821
378,0.20702046783387
379,0.20212142536244587
380,0.19740250951014326
381,0.1928548885865693
382,0.18847026830798957
383,0.18424085293019027
384,0.18015930962644788
385,0.17621873580434416
386,0.17241262908729116
387,0.16873485971512328
388,0.1651796451432859
389,0.16174152664252872
390,0.15841534772086854
391,0.15519623420727302
392,0.1520795758522735
393,0.1490610093147405
394,0.14613640241664164
395,0.14330183955879636
396,0.14055360820071872
397,0.13788818631664276
398,0.13530223074791065
399,0.13279256637919498
400,0.1303561760725475
401,0.12799019129917305
402,0.1256918834141438
403,0.12345865552404757
404,0.12128803490192579
405,0.11917766590775039
406,0.11712530337625869
407,0.1151288064371736
408,0.11318613273575179
409,0.11129533302426678
410,0.10945454609742762
411,0.10766199404693319
412,0.10591597781236177
413,0.10421487300740036
414,0.10255712600209269
415,0.10094125024329069
416,0.09936582279687765
417,0.09782948109659662
418,0.0963309198854842
419,0.09486888833695199
420,0.09344218734354864
421,0.09204966696231719
