,0
0,10522601.533411955
1,1032.8256118642794
2,261.1100369966728
3,116.58104378138226
4,65.76832044222915
5,42.18654207785734
6,29.35240158691979
7,21.6022543054842
8,16.56578143612762
9,13.108969448537236
10,10.63384875288802
11,8.800833909601243
12,7.405452611806267
13,6.3186095507747
14,5.455539018290257
15,4.758715172291028
16,4.187983169479886
17,3.7146234687002107
18,3.3176546297731226
19,2.9814592711309444
20,2.6942183883113855
21,2.4468540855800525
22,2.2323004199457066
23,2.0449909307252168
24,1.8804922618823048
25,1.7352381433086215
26,1.6063334964231097
27,1.4914083044778657
28,1.388507304961928
29,1.2960058073612364
30,1.2125447958240105
31,1.1369804273781938
32,1.0683443881020138
33,1.005812518537711
34,0.9486797939108373
35,0.89634022933703
36,0.8482706322374562
37,0.8040173824782987
38,0.763185612046629
39,0.7254302990073795
40,0.6904488981727686
41,0.6579752126872405
42,0.6277742732865378
43,0.5996380401824136
44,0.5733817799009845
45,0.5488409985743606
46,0.5258688360911372
47,0.5043338436005202
48,0.48411808122875777
49,0.46511548433216404
50,0.4472304558086712
51,0.43037664940378256
52,0.41447591495002056
53,0.3994573813615745
54,0.38525665719334673
55,0.3718151318437119
56,0.3590793631720542
57,0.3470005395264882
58,0.33553400602159805
59,0.32463884644087065
60,0.3142775134199318
61,0.3044155006400103
62,0.29502105166279613
63,0.2860649007978213
64,0.27752004203570896
65,0.2693615226249678
66,0.2615662583324943
67,0.25411286782215836
68,0.24698152392235287
69,0.24015381984176323
70,0.2336126486399455
71,0.22734209447220294
72,0.22132733431176232
73,0.21555454901085366
74,0.21001084269960585
75,0.2046841696408641
76,0.1995632677625996
77,0.19463759817986914
78,0.1898972900970362
79,0.18533309054982675
80,0.18093631850714664
81,0.17669882290551328
82,0.1726129442354627
83,0.1686714793402823
84,0.16486764912353702
85,0.16119506889373034
86,0.1576477211026991
87,0.15421993025931155
88,0.15090633982222867
89,0.14770189089517924
90,0.1446018025657376
91,0.1416015537442128
92,0.13869686637316236
93,0.13588368989051963
94,0.13315818684041952
95,0.13051671953579289
96,0.127955837685723
97,0.12547226690856825
98,0.1230628980590786
99,0.12072477730419477
100,0.11845509688806809
101,0.1162511865321063
102,0.1141105054205812
103,0.11203063472665535
104,0.11000927063753976
105,0.10804421784102769
106,0.1061333834388281
107,0.10427477125500599
108,0.10246647651047538
109,0.1007066808368588
110,0.0989936476052042
111,0.09732571754702887
112,0.09570130464694496
113,0.09411889228777885
114,0.09257702963058473
115,0.09107432821332312
116,0.08960945875322443
117,0.0881811481390129
118,0.08678817660019572
119,0.08542937504160253
120,0.0841036225322313
121,0.0828098439382626
122,0.08154700769085835
123,0.08031412368003601
124,0.0791102412665348
125,0.07793444740417703
126,0.07678586486575603
127,0.07566365056596751
128,0.07456699397537034
129,0.07349511561975429
130,0.07244726565970654
131,0.0714227225455056
132,0.0704207917428095
133,0.06944080452490514
134,0.06848211682757684
135,0.06754410816290168
136,0.06662618058853377
137,0.06572775772925196
138,0.06484828384776992
139,0.06398722296198212
140,0.06314405800601892
141,0.062318290032633936
142,0.06150943745461544
143,0.06071703532305085
144,0.059940634640409246
145,0.059179801706536105
146,0.05843411749576822
147,0.0577031770634827
148,0.05698658898050465
149,0.056283974793883355
150,0.055594968512643214
151,0.054919216117191284
152,0.054256375091147196
153,0.053606113974431074
154,0.05296811193650928
155,0.05234205836876675
156,0.05172765249503215
157,0.05112460299933473
158,0.050532627670026954
159,0.04995145305945553
160,0.04938081415840781
161,0.048820454084604614
162,0.04827012378454917
163,0.04772958174808308
164,0.04719859373503128
165,0.0466769325133556
166,0.04616437760826374
167,0.04566071506175587
168,0.04516573720210899
169,0.044679242422840215
170,0.044201034970697266
171,0.0437309247422622
172,0.043268727088768555
173,0.042814262628754624
174,0.0423673570681947
175,0.041927841027769364
176,0.04149554987695179
177,0.04107032357460514
178,0.04065200651579814
179,0.04024044738456546
180,0.03983549901234829
181,0.03943701824186774
182,0.03904486579619042
183,0.038658906152765335
